episode,x,y,z,reward
3,28.5,85.0,334.5,-1.0
3,27.5,85.0,334.5,-1.0
3,27.5,85.0,335.5,-1.0
3,27.5,84.0,336.5,1.0
3,27.5,84.0,337.5,-1.0
3,27.5,83.0,338.5,1.0
3,27.5,84.0,337.5,-3.0
3,28.5,82.0,337.5,3.0
3,28.5,81.0,338.5,1.0
3,29.5,80.0,338.5,1.0
3,29.5,80.0,338.5,-1000
3,29.5,79.0,339.5,1.0
3,28.5,80.0,339.5,-3.0
3,28.5,80.0,339.5,-1000
3,29.5,79.0,339.5,1.0
3,29.5,80.0,338.5,-3.0
3,29.5,79.0,339.5,1.0
3,29.5,78.0,340.5,1.0
3,28.5,79.0,340.5,-3.0
3,28.5,79.0,340.5,-1000
4,28.5,86.0,331.5,1.0
4,28.5,86.0,332.5,-1.0
4,28.5,85.0,333.5,1.0
4,28.5,85.0,334.5,-1.0
4,27.5,85.0,334.5,-1.0
4,27.5,85.0,334.5,-1000
4,28.5,85.0,334.5,-1.0
4,28.5,85.0,333.5,-1.0
4,28.5,85.0,334.5,-1.0
4,28.5,85.0,333.5,-1.0
4,28.5,85.0,333.5,-1000
4,28.5,86.0,332.5,-3.0
4,27.5,86.0,332.5,-1.0
4,27.5,86.0,333.5,-1.0
4,27.5,86.0,332.5,-1.0
4,27.5,86.0,331.5,-1.0
4,28.5,86.0,331.5,-1.0
4,29.5,86.0,331.5,-1.0
4,29.5,86.0,330.5,-1.0
4,30.5,86.0,330.5,-1.0
4,29.5,86.0,330.5,-1.0
4,29.5,86.0,331.5,-1.0
4,29.5,85.0,332.5,1.0
4,29.5,86.0,331.5,-3.0
4,29.5,86.0,330.5,-1.0
4,30.5,86.0,330.5,-1.0
4,31.5,85.0,330.5,1.0
4,31.5,85.0,329.5,-1.0
4,31.5,86.0,328.5,-3.0
4,30.5,86.0,328.5,-1.0
4,31.5,86.0,328.5,-1.0
4,31.5,85.0,329.5,1.0
4,31.5,85.0,330.5,-1.0
4,31.5,85.0,330.5,-1000
4,32.5,84.0,330.5,1.0
4,32.5,84.0,330.5,-1000
4,32.5,83.0,331.5,1.0
4,33.5,82.0,331.5,1.0
4,33.5,82.0,331.5,-1000
4,34.5,80.0,331.5,3.0
4,34.5,80.0,331.5,-1000
4,35.5,79.0,331.5,1.0
4,35.5,79.0,330.5,-1.0
4,36.5,78.0,330.5,1.0
4,36.5,77.0,331.5,1.0
4,36.5,78.0,330.5,-3.0
4,36.5,77.0,331.5,1.0
4,36.5,77.0,332.5,-1.0
4,36.5,77.0,331.5,-1.0
4,37.5,76.0,331.5,1.0
4,36.5,77.0,331.5,-3.0
4,36.5,77.0,331.5,-1000
4,36.5,77.0,332.5,-1.0
4,36.5,77.0,331.5,-1.0
4,36.5,78.0,330.5,-3.0
4,36.5,77.0,331.5,1.0
4,36.5,77.0,332.5,-1.0
4,36.5,77.0,331.5,-1.0
4,36.5,77.0,331.5,-1000
4,36.5,77.0,332.5,-1.0
4,35.5,78.0,332.5,-3.0
4,35.5,79.0,331.5,-3.0
4,34.5,80.0,331.5,-3.0
4,35.5,79.0,331.5,1.0
4,36.5,77.0,331.5,3.0
4,36.5,77.0,332.5,-1.0
4,36.5,75.0,333.5,3.0
4,36.5,75.0,333.5,-1000
4,37.5,74.0,333.5,1.0
4,37.5,74.0,333.5,-1000
4,37.5,72.0,334.5,3.0
4,38.5,71.0,334.5,1.0
4,39.5,70.0,334.5,1.0
4,40.5,68.0,334.5,3.0
4,40.5,68.0,334.5,-1000
5,27.5,87.0,330.5,-1.0
5,27.5,86.0,331.5,1.0
5,26.5,87.0,331.5,-3.0
5,25.5,87.0,331.5,-1.0
5,26.5,87.0,331.5,-1.0
5,27.5,86.0,331.5,1.0
5,28.5,86.0,331.5,-1.0
5,27.5,86.0,331.5,-1.0
5,28.5,86.0,331.5,-1.0
5,27.5,86.0,331.5,-1.0
5,27.5,86.0,332.5,-1.0
5,26.5,86.0,332.5,-1.0
5,26.5,86.0,333.5,-1.0
5,26.5,86.0,334.5,-1.0
5,26.5,85.0,335.5,1.0
5,26.5,85.0,335.5,-1000
5,25.5,86.0,335.5,-3.0
5,26.5,85.0,335.5,1.0
5,26.5,85.0,335.5,-1000
5,26.5,85.0,335.5,-1000
5,25.5,86.0,335.5,-3.0
5,25.5,86.0,336.5,-1.0
5,25.5,85.0,337.5,1.0
5,25.5,85.0,337.5,-1000
5,26.5,84.0,337.5,1.0
5,27.5,84.0,337.5,-1.0
5,26.5,84.0,337.5,-1.0
5,27.5,84.0,337.5,-1.0
5,26.5,84.0,337.5,-1.0
5,26.5,84.0,337.5,-1000
5,27.5,84.0,337.5,-1.0
5,27.5,83.0,338.5,1.0
5,27.5,84.0,337.5,-3.0
5,26.5,84.0,337.5,-1.0
5,26.5,84.0,337.5,-1000
5,26.5,84.0,338.5,-1.0
5,25.5,85.0,338.5,-3.0
5,25.5,84.0,339.5,1.0
5,26.5,83.0,339.5,1.0
5,26.5,84.0,338.5,-3.0
5,26.5,83.0,339.5,1.0
5,26.5,84.0,338.5,-3.0
5,27.5,83.0,338.5,1.0
5,28.5,81.0,338.5,3.0
5,28.5,80.0,339.5,1.0
5,28.5,79.0,340.5,1.0
5,28.5,80.0,339.5,-3.0
5,27.5,81.0,339.5,-3.0
5,27.5,80.0,340.5,1.0
5,27.5,81.0,339.5,-3.0
5,27.5,81.0,339.5,-1000
5,28.5,80.0,339.5,1.0
5,29.5,79.0,339.5,1.0
5,30.5,77.0,339.5,3.0
5,30.5,75.0,340.5,3.0
5,31.5,72.0,340.5,5.0
5,31.5,72.0,340.5,-1000
5,31.5,72.0,340.5,-1000
5,31.5,72.0,340.5,-1000
5,31.5,72.0,341.5,-1.0
5,32.5,70.0,341.5,3.0
5,32.5,70.0,342.5,-1.0
5,32.5,70.0,342.5,-1000
5,32.5,70.0,341.5,-1.0
5,33.5,70.0,341.5,-1.0
5,34.5,69.0,341.5,1.0
5,34.5,69.0,341.5,-1000
6,28.5,87.0,329.5,-1.0
6,29.5,87.0,329.5,-1.0
6,28.5,87.0,329.5,-1.0
6,29.5,87.0,329.5,-1.0
6,30.5,86.0,329.5,1.0
6,31.5,85.0,329.5,1.0
6,32.5,85.0,329.5,-1.0
6,32.5,85.0,328.5,-1.0
6,32.5,85.0,329.5,-1.0
6,32.5,85.0,328.5,-1.0
6,31.5,86.0,328.5,-3.0
6,31.5,85.0,329.5,1.0
6,32.5,85.0,329.5,-1.0
6,33.5,83.0,329.5,3.0
6,33.5,84.0,328.5,-3.0
6,33.5,84.0,327.5,-1.0
6,34.5,83.0,327.5,1.0
6,35.5,81.0,327.5,3.0
6,35.5,81.0,326.5,-1.0
6,35.5,81.0,327.5,-1.0
6,35.5,81.0,326.5,-1.0
6,35.5,81.0,326.5,-1000
6,35.5,81.0,327.5,-1.0
6,35.5,80.0,328.5,1.0
6,35.5,80.0,328.5,-1000
6,36.5,79.0,328.5,1.0
6,37.5,78.0,328.5,1.0
6,38.5,77.0,328.5,1.0
6,38.5,77.0,329.5,-1.0
6,38.5,76.0,330.5,1.0
6,38.5,76.0,331.5,-1.0
6,39.5,76.0,331.5,-1.0
6,39.5,76.0,332.5,-1.0
6,39.5,76.0,331.5,-1.0
6,40.5,76.0,331.5,-1.0
6,40.5,77.0,332.5,-3.0
6,41.5,77.0,332.5,-1.0
6,41.5,77.0,331.5,-1.0
6,41.5,77.0,332.5,-1.0
6,40.5,77.0,332.5,-1.0
6,40.5,76.0,331.5,1.0
6,41.5,77.0,331.5,-3.0
6,41.5,76.0,330.5,1.0
6,40.5,76.0,330.5,-1.0
6,41.5,76.0,330.5,-1.0
6,41.5,77.0,331.5,-3.0
6,40.5,76.0,331.5,1.0
6,40.5,76.0,330.5,-1.0
6,40.5,76.0,331.5,-1.0
6,40.5,76.0,330.5,-1.0
6,41.5,76.0,330.5,-1.0
6,40.5,76.0,330.5,-1.0
6,40.5,76.0,331.5,-1.0
6,40.5,77.0,332.5,-3.0
6,40.5,77.0,333.5,-1.0
6,40.5,77.0,332.5,-1.0
6,39.5,76.0,332.5,1.0
6,38.5,76.0,332.5,-1.0
6,37.5,75.0,332.5,1.0
6,37.5,74.0,333.5,1.0
6,37.5,74.0,333.5,-1000
6,36.5,75.0,333.5,-3.0
6,36.5,75.0,333.5,-1000
6,36.5,73.0,334.5,3.0
6,36.5,71.0,335.5,3.0
6,37.5,71.0,335.5,-1.0
6,36.5,71.0,335.5,-1.0
6,37.5,71.0,335.5,-1.0
6,37.5,69.0,336.5,3.0
6,37.5,69.0,336.5,-1000
7,28.5,87.0,329.5,-1.0
7,28.5,87.0,330.5,-1.0
7,29.5,86.0,330.5,1.0
7,29.5,86.0,330.5,-1000
7,30.5,86.0,330.5,-1.0
7,29.5,86.0,330.5,-1.0
7,29.5,86.0,331.5,-1.0
7,28.5,86.0,331.5,-1.0
7,28.5,86.0,332.5,-1.0
7,28.5,86.0,331.5,-1.0
7,28.5,87.0,330.5,-3.0
7,28.5,87.0,329.5,-1.0
7,27.5,87.0,329.5,-1.0
7,27.5,87.0,330.5,-1.0
7,28.5,87.0,330.5,-1.0
7,28.5,87.0,329.5,-1.0
7,29.5,87.0,329.5,-1.0
7,29.5,87.0,328.5,-1.0
7,29.5,87.0,327.5,-1.0
7,29.5,87.0,326.5,-1.0
7,30.5,87.0,326.5,-1.0
7,30.5,87.0,327.5,-1.0
7,31.5,86.0,327.5,1.0
7,32.5,85.0,327.5,1.0
7,32.5,85.0,328.5,-1.0
7,32.5,85.0,329.5,-1.0
7,31.5,85.0,329.5,-1.0
7,31.5,85.0,330.5,-1.0
7,31.5,84.0,331.5,1.0
7,31.5,84.0,331.5,-1000
7,31.5,84.0,332.5,-1.0
7,31.5,82.0,333.5,3.0
7,31.5,81.0,334.5,1.0
7,32.5,80.0,334.5,1.0
7,32.5,81.0,333.5,-3.0
7,32.5,82.0,332.5,-3.0
7,33.5,81.0,332.5,1.0
7,33.5,82.0,331.5,-3.0
7,33.5,81.0,332.5,1.0
7,32.5,82.0,332.5,-3.0
7,33.5,81.0,332.5,1.0
7,32.5,82.0,332.5,-3.0
7,32.5,82.0,332.5,-1000
7,32.5,82.0,332.5,-1000
7,32.5,81.0,333.5,1.0
7,32.5,81.0,333.5,-1000
7,32.5,81.0,333.5,-1000
7,33.5,80.0,333.5,1.0
7,33.5,79.0,334.5,1.0
7,33.5,78.0,335.5,1.0
7,33.5,76.0,336.5,3.0
7,33.5,75.0,337.5,1.0
7,32.5,76.0,337.5,-3.0
7,33.5,75.0,337.5,1.0
7,33.5,73.0,338.5,3.0
7,33.5,73.0,338.5,-1000
7,32.5,74.0,338.5,-3.0
7,32.5,74.0,338.5,-1000
7,32.5,72.0,339.5,3.0
7,32.5,72.0,339.5,-1000
7,32.5,72.0,339.5,-1000
7,32.5,70.0,340.5,3.0
7,32.5,70.0,341.5,-1.0
7,32.5,70.0,342.5,-1.0
7,32.5,70.0,342.5,-1000
7,33.5,69.0,342.5,1.0
7,33.5,69.0,342.5,-1000
8,29.5,86.0,330.5,1.0
8,30.5,86.0,330.5,-1.0
8,30.5,85.0,331.5,1.0
8,31.5,84.0,331.5,1.0
8,30.5,85.0,331.5,-3.0
8,31.5,84.0,331.5,1.0
8,31.5,84.0,331.5,-1000
8,30.5,85.0,331.5,-3.0
8,30.5,84.0,332.5,1.0
8,29.5,85.0,332.5,-3.0
8,29.5,85.0,333.5,-1.0
8,30.5,84.0,333.5,1.0
8,31.5,82.0,333.5,3.0
8,31.5,82.0,333.5,-1000
8,31.5,81.0,334.5,1.0
8,31.5,81.0,334.5,-1000
8,31.5,80.0,335.5,1.0
8,32.5,79.0,335.5,1.0
8,32.5,79.0,335.5,-1000
8,32.5,78.0,336.5,1.0
8,33.5,76.0,336.5,3.0
8,33.5,75.0,337.5,1.0
8,33.5,73.0,338.5,3.0
8,34.5,72.0,338.5,1.0
8,34.5,72.0,338.5,-1000
8,34.5,71.0,339.5,1.0
8,34.5,69.0,340.5,3.0
8,34.5,69.0,340.5,-1000
9,28.5,86.0,331.5,1.0
9,27.5,86.0,331.5,-1.0
9,28.5,86.0,331.5,-1.0
9,29.5,86.0,331.5,-1.0
9,30.5,85.0,331.5,1.0
9,30.5,84.0,332.5,1.0
9,30.5,84.0,333.5,-1.0
9,30.5,83.0,334.5,1.0
9,30.5,81.0,335.5,3.0
9,30.5,81.0,335.5,-1000
9,31.5,80.0,335.5,1.0
9,32.5,79.0,335.5,1.0
9,32.5,78.0,336.5,1.0
9,32.5,76.0,337.5,3.0
9,32.5,76.0,337.5,-1000
9,32.5,76.0,337.5,-1000
9,32.5,74.0,338.5,3.0
9,32.5,74.0,338.5,-1000
9,32.5,74.0,338.5,-1000
9,32.5,72.0,339.5,3.0
9,32.5,70.0,340.5,3.0
9,32.5,70.0,340.5,-1000
9,32.5,70.0,340.5,-1000
9,32.5,70.0,340.5,-1000
9,32.5,70.0,340.5,-1000
9,32.5,70.0,340.5,-1000
9,32.5,70.0,340.5,-1000
9,32.5,70.0,340.5,-1000
9,32.5,70.0,340.5,-1000
9,33.5,70.0,340.5,-1.0
9,32.5,70.0,340.5,-1.0
9,32.5,70.0,341.5,-1.0
9,32.5,70.0,341.5,-1000
9,32.5,70.0,340.5,-1.0
9,32.5,70.0,340.5,-1000
9,33.5,70.0,340.5,-1.0
9,34.5,69.0,340.5,1.0
9,34.5,69.0,340.5,-1000
10,28.5,87.0,329.5,-1.0
10,29.5,87.0,329.5,-1.0
10,28.5,87.0,329.5,-1.0
10,28.5,88.0,328.5,-3.0
10,29.5,87.0,328.5,1.0
10,29.5,87.0,327.5,-1.0
10,30.5,87.0,327.5,-1.0
10,31.5,86.0,327.5,1.0
10,31.5,86.0,327.5,-1000
10,31.5,86.0,328.5,-1.0
10,31.5,85.0,329.5,1.0
10,31.5,85.0,330.5,-1.0
10,31.5,85.0,329.5,-1.0
10,31.5,85.0,330.5,-1.0
10,32.5,84.0,330.5,1.0
10,32.5,83.0,331.5,1.0
10,33.5,82.0,331.5,1.0
10,33.5,82.0,331.5,-1000
10,33.5,82.0,331.5,-1000
10,33.5,82.0,331.5,-1000
10,34.5,80.0,331.5,3.0
10,34.5,79.0,332.5,1.0
10,34.5,79.0,333.5,-1.0
10,34.5,77.0,334.5,3.0
10,34.5,76.0,335.5,1.0
10,34.5,74.0,336.5,3.0
10,35.5,72.0,336.5,3.0
10,35.5,72.0,336.5,-1000
10,36.5,69.0,336.5,5.0
10,36.5,69.0,336.5,-1000
11,28.5,87.0,329.5,-1.0
11,27.5,87.0,329.5,-1.0
11,27.5,87.0,330.5,-1.0
11,26.5,87.0,330.5,-1.0
11,25.5,87.0,330.5,-1.0
11,25.5,88.0,329.5,-3.0
11,24.5,88.0,329.5,-1.0
11,24.5,88.0,328.5,-1.0
11,24.5,88.0,327.5,-1.0
11,24.5,88.0,326.5,-1.0
11,24.5,88.0,325.5,-1.0
11,24.5,88.0,326.5,-1.0
11,25.5,88.0,326.5,-1.0
11,25.5,88.0,325.5,-1.0
11,25.5,88.0,326.5,-1.0
11,24.5,88.0,326.5,-1.0
11,25.5,88.0,326.5,-1.0
11,26.5,88.0,326.5,-1.0
11,25.5,88.0,326.5,-1.0
11,25.5,88.0,325.5,-1.0
11,25.5,88.0,326.5,-1.0
11,26.5,88.0,326.5,-1.0
11,26.5,88.0,325.5,-1.0
11,27.5,88.0,325.5,-1.0
11,28.5,88.0,325.5,-1.0
11,28.5,88.0,326.5,-1.0
11,27.5,88.0,326.5,-1.0
11,27.5,88.0,327.5,-1.0
11,28.5,88.0,327.5,-1.0
11,29.5,87.0,327.5,1.0
11,30.5,87.0,327.5,-1.0
11,30.5,86.0,328.5,1.0
11,30.5,86.0,329.5,-1.0
11,30.5,86.0,330.5,-1.0
11,31.5,85.0,330.5,1.0
11,31.5,84.0,331.5,1.0
11,32.5,83.0,331.5,1.0
11,31.5,84.0,331.5,-3.0
11,32.5,83.0,331.5,1.0
11,33.5,82.0,331.5,1.0
11,33.5,81.0,332.5,1.0
11,32.5,82.0,332.5,-3.0
11,33.5,81.0,332.5,1.0
11,32.5,82.0,332.5,-3.0
11,32.5,82.0,332.5,-1000
11,33.5,81.0,332.5,1.0
11,32.5,82.0,332.5,-3.0
11,32.5,82.0,332.5,-1000
11,33.5,81.0,332.5,1.0
11,33.5,80.0,333.5,1.0
11,33.5,79.0,334.5,1.0
11,33.5,79.0,334.5,-1000
11,32.5,80.0,334.5,-3.0
11,32.5,81.0,333.5,-3.0
11,32.5,80.0,334.5,1.0
11,33.5,79.0,334.5,1.0
11,33.5,79.0,334.5,-1000
11,32.5,80.0,334.5,-3.0
11,32.5,80.0,334.5,-1000
11,33.5,79.0,334.5,1.0
11,34.5,77.0,334.5,3.0
11,34.5,77.0,334.5,-1000
11,34.5,76.0,335.5,1.0
11,34.5,77.0,334.5,-3.0
11,34.5,76.0,335.5,1.0
11,35.5,74.0,335.5,3.0
11,36.5,71.0,335.5,5.0
11,36.5,71.0,335.5,-1000
11,36.5,71.0,335.5,-1000
11,36.5,71.0,335.5,-1000
11,36.5,69.0,336.5,3.0
11,36.5,69.0,336.5,-1000
12,28.5,86.0,331.5,1.0
12,28.5,86.0,332.5,-1.0
12,28.5,85.0,333.5,1.0
12,28.5,85.0,334.5,-1.0
12,29.5,84.0,334.5,1.0
12,30.5,83.0,334.5,1.0
12,29.5,84.0,334.5,-3.0
12,30.5,83.0,334.5,1.0
12,30.5,81.0,335.5,3.0
12,30.5,81.0,335.5,-1000
12,30.5,80.0,336.5,1.0
12,30.5,79.0,337.5,1.0
12,31.5,78.0,337.5,1.0
12,31.5,77.0,338.5,1.0
12,31.5,75.0,339.5,3.0
12,31.5,75.0,339.5,-1000
12,31.5,75.0,339.5,-1000
12,32.5,72.0,339.5,5.0
12,32.5,72.0,339.5,-1000
12,33.5,71.0,339.5,1.0
12,33.5,70.0,340.5,1.0
12,33.5,70.0,341.5,-1.0
12,33.5,70.0,340.5,-1.0
12,33.5,70.0,341.5,-1.0
12,32.5,70.0,341.5,-1.0
12,32.5,70.0,340.5,-1.0
12,32.5,70.0,341.5,-1.0
12,33.5,70.0,341.5,-1.0
12,33.5,69.0,342.5,1.0
12,33.5,69.0,342.5,-1000
13,29.5,86.0,330.5,1.0
13,28.5,87.0,330.5,-3.0
13,28.5,86.0,331.5,1.0
13,29.5,86.0,331.5,-1.0
13,29.5,86.0,330.5,-1.0
13,28.5,87.0,330.5,-3.0
13,28.5,87.0,329.5,-1.0
13,28.5,87.0,330.5,-1.0
13,29.5,86.0,330.5,1.0
13,29.5,86.0,330.5,-1000
13,28.5,87.0,330.5,-3.0
13,28.5,87.0,329.5,-1.0
13,27.5,87.0,329.5,-1.0
13,26.5,88.0,329.5,-3.0
13,26.5,87.0,330.5,1.0
13,25.5,87.0,330.5,-1.0
13,25.5,88.0,329.5,-3.0
13,25.5,87.0,330.5,1.0
13,24.5,88.0,330.5,-3.0
13,25.5,87.0,330.5,1.0
13,24.5,88.0,330.5,-3.0
13,24.5,87.0,331.5,1.0
13,25.5,87.0,331.5,-1.0
13,24.5,87.0,331.5,-1.0
13,24.5,88.0,330.5,-3.0
13,25.5,87.0,330.5,1.0
13,25.5,87.0,331.5,-1.0
13,25.5,87.0,332.5,-1.0
13,25.5,87.0,333.5,-1.0
13,25.5,86.0,334.5,1.0
13,25.5,86.0,334.5,-1000
13,24.5,87.0,334.5,-3.0
13,25.5,86.0,334.5,1.0
13,25.5,86.0,334.5,-1000
13,26.5,86.0,334.5,-1.0
13,25.5,86.0,334.5,-1.0
13,24.5,87.0,334.5,-3.0
13,24.5,86.0,335.5,1.0
13,24.5,87.0,334.5,-3.0
13,25.5,86.0,334.5,1.0
13,24.5,87.0,334.5,-3.0
13,24.5,86.0,335.5,1.0
13,23.5,87.0,335.5,-3.0
13,23.5,87.0,336.5,-1.0
13,24.5,86.0,336.5,1.0
13,23.5,87.0,336.5,-3.0
13,23.5,87.0,335.5,-1.0
13,23.5,87.0,334.5,-1.0
13,22.5,87.0,334.5,-1.0
13,21.5,88.0,334.5,-3.0
13,22.5,87.0,334.5,1.0
13,22.5,87.0,335.5,-1.0
13,22.5,87.0,336.5,-1.0
13,22.5,87.0,335.5,-1.0
13,22.5,87.0,334.5,-1.0
13,21.5,88.0,334.5,-3.0
